freq	dB(S(2,1))
9.07499999999999929E9	-2.03973282083413565E1
9.09999999999999964E9	-2.03924026328422503E1
9.12500000000000000E9	-2.03836869521578912E1
9.15000000000000036E9	-2.03712071106248516E1
9.17500000000000071E9	-2.03549867331829315E1
9.19999999999999929E9	-2.03350472005135874E1
9.22499999999999964E9	-2.03114077174585805E1
9.25000000000000000E9	-2.02840853751303607E1
9.27500000000000036E9	-2.02530952070847725E1
9.30000000000000071E9	-2.02184502398887656E1
9.32499999999999929E9	-2.01801615383820909E1
9.34999999999999964E9	-2.01382382459003839E1
9.37500000000000000E9	-2.00926876196985482E1
9.40000000000000036E9	-2.00435150617874314E1
9.42500000000000071E9	-1.99907241453718099E1
9.44999999999999929E9	-1.99343166370564084E1
9.47499999999999964E9	-1.98742925149651706E1
9.50000000000000000E9	-1.98106499829004212E1
9.52500000000000036E9	-1.97433854806507325E1
9.55000000000000071E9	-1.96724936905392900E1
9.57499999999999929E9	-1.95979675402900999E1
9.59999999999999964E9	-1.95197982022740746E1
9.62500000000000000E9	-1.94379750891842562E1
9.65000000000000036E9	-1.93524858461770188E1
9.67500000000000071E9	-1.92633163395042706E1
9.69999999999999929E9	-1.91704506416513065E1
9.72499999999999964E9	-1.90738710129854394E1
9.75000000000000000E9	-1.89735578799115023E1
9.77500000000000036E9	-1.88694898095229502E1
9.80000000000000071E9	-1.87616434807307186E1
9.82499999999999929E9	-1.86499936518468634E1
9.84999999999999964E9	-1.85345131245959172E1
9.87500000000000000E9	-1.84151727045258484E1
9.90000000000000036E9	-1.82919411577892110E1
9.92500000000000071E9	-1.81647851642688218E1
9.94999999999999929E9	-1.80336692670267729E1
9.97499999999999964E9	-1.78985558180646320E1
1.00000000000000000E10	-1.77594049203956805E1
1.00249999999999995E10	-1.76161743664476544E1
1.00500000000000012E10	-1.74688195728387496E1
1.00749999999999984E10	-1.73172935116004600E1
1.01000000000000001E10	-1.71615466379611448E1
1.01249999999999996E10	-1.70015268148548593E1
1.01500000000000012E10	-1.68371792343836835E1
1.01750000000000007E10	-1.66684463365411872E1
1.02000000000000002E10	-1.64952677256032354E1
1.02249999999999996E10	-1.63175800847137209E1
1.02499999999999991E10	-1.61353170893428977E1
1.02750000000000008E10	-1.59484093204795707E1
1.03000000000000003E10	-1.57567841786436924E1
1.03249999999999997E10	-1.55603658000822143E1
1.03499999999999992E10	-1.53590749768477086E1
1.03750000000000009E10	-1.51528290828718548E1
1.04000000000000004E10	-1.49415420086490758E1
1.04249999999999998E10	-1.47251241077598838E1
1.04499999999999993E10	-1.45034821592143714E1
1.04749999999999988E10	-1.42765193505115495E1
1.05000000000000004E10	-1.40441352874291869E1
1.05249999999999999E10	-1.38062260379245427E1
1.05500000000000016E10	-1.35626842191952512E1
1.05749999999999988E10	-1.33133991389877271E1
1.06000000000000005E10	-1.30582570047318725E1
1.06250000000000000E10	-1.27971412171252830E1
1.06499999999999995E10	-1.25299327685094219E1
1.06750000000000012E10	-1.22565107709257370E1
1.06999999999999984E10	-1.19767531442867714E1
1.07250000000000001E10	-1.16905375018682944E1
1.07499999999999996E10	-1.13977422785729288E1
1.07750000000000012E10	-1.10982481574449077E1
1.08000000000000007E10	-1.07919398620752416E1
1.08250000000000002E10	-1.04787083972300055E1
1.08499999999999996E10	-1.01584538377011535E1
1.08749999999999991E10	-9.83108878647610140E0
1.09000000000000008E10	-9.49654264829758077E0
1.09250000000000003E10	-9.15476689387948461E0
1.09499999999999997E10	-8.80574152361302609E0
1.09749999999999992E10	-8.44948297726499931E0
1.10000000000000009E10	-8.08605377697669248E0
1.10250000000000004E10	-7.71557423266507314E0
1.10499999999999998E10	-7.33823657770031623E0
1.10749999999999993E10	-6.95432193162392487E0
1.10999999999999988E10	-6.56422049460292723E0
1.11250000000000004E10	-6.16845534823676900E0
1.11499999999999999E10	-5.76771014406398130E0
1.11750000000000016E10	-5.36286076917589583E0
1.11999999999999988E10	-4.95501074033794175E0
1.12250000000000005E10	-4.54552953516121505E0
1.12500000000000000E10	-4.13609225609345099E0
1.12749999999999995E10	-3.72871788275842952E0
1.13000000000000012E10	-3.32580187804198735E0
1.13249999999999984E10	-2.93013713248528651E0
1.13500000000000001E10	-2.54491536665387441E0
1.13749999999999996E10	-2.17369959005508706E0
1.14000000000000012E10	-1.82035773418010605E0
1.14250000000000007E10	-1.48894905741676054E0
1.14500000000000002E10	-1.18355928872560678E0
1.14749999999999996E10	-9.08088223811835782E-1
1.14999999999999991E10	-6.66004057812548567E-1
1.15250000000000008E10	-4.60090054353708933E-1
1.15500000000000003E10	-2.92217712411741104E-1
1.15749999999999997E10	-1.63182526085116963E-1
1.15999999999999992E10	-7.26313163347082913E-2
1.16250000000000009E10	-1.90946643274957983E-2
1.16500000000000004E10	-1.18369700647708176E-4
1.16749999999999998E10	-1.24701372389077614E-2
1.16999999999999993E10	-5.23870481599827542E-2
1.17249999999999988E10	-1.15827928118711299E-1
1.17500000000000004E10	-1.98701132060587771E-1
1.17749999999999999E10	-2.97048980731793666E-1
1.18000000000000016E10	-4.07181280550698332E-1
1.18249999999999988E10	-5.25759346845960795E-1
1.18500000000000005E10	-6.49837619197593241E-1
1.18750000000000000E10	-7.76872463429535820E-1
1.18999999999999995E10	-9.04707919843744612E-1
1.19250000000000012E10	-1.03154694331247399E0
1.19499999999999984E10	-1.15591488453164493E0
1.19750000000000001E10	-1.27662011302199074E0
1.19999999999999996E10	-1.39271506569281600E0


